time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-16T13:31:56.670Z,19.2211666107178,-155.394332885742,3.74000000953674,2.97,ml,23,192,,0.289999992,hv,hv72231772,2020-11-16T21:34:23.358Z,"9 km ENE of Pāhala, Hawaii",earthquake,1.68,2.04999995,2.45,13,automatic,hv,hv
2020-11-16T13:31:50.520Z,19.2278333333333,-155.3895,31.88,3.05,md,56,153,,0.11,hv,hv72231777,2020-11-17T13:33:35.061Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.5,0.51,0.140225854086137,24,reviewed,hv,hv
2020-11-16T12:36:11.434Z,-21.3641,170.5557,151.84,4.7,mb,,116,2.355,0.7,us,us7000cfmp,2020-11-16T13:46:13.040Z,"241 km SSE of Isangel, Vanuatu",earthquake,4,7.4,0.081,49,reviewed,us,us
2020-11-16T12:05:28.039Z,41.8181,-126.0526,10,3.7,mb,,182,1.626,0.63,us,us7000cflt,2020-11-16T14:31:19.040Z,"146 km WSW of Pistol River, Oregon",earthquake,7.1,2,0.151,11,reviewed,us,us
2020-11-16T11:21:17.830Z,-62.3824,-58.4868,10,4.7,mb,,83,0.167,0.46,us,us7000cfll,2020-11-16T14:59:25.040Z,"South Shetland Islands",earthquake,3.4,1.9,0.174,11,reviewed,us,us
2020-11-16T10:56:22.320Z,35.8881667,-117.7236667,7.67,3.59,mw,46,29,0.08421,0.17,ci,ci39466903,2020-11-17T10:59:06.476Z,"17km ESE of Little Lake, CA",earthquake,0.14,0.45,,4,reviewed,ci,ci
2020-11-16T10:07:00.850Z,17.8976,-66.9856,11,2.83,md,10,256,0.0927,0.13,pr,pr2020321004,2020-11-16T11:19:37.490Z,"Puerto Rico region",earthquake,0.59,0.68,0.48,5,reviewed,pr,pr
2020-11-16T09:28:01.580Z,34.0433333,-117.2331667,15.06,3.41,ml,177,24,0.07439,0.21,ci,ci39466855,2020-11-18T02:49:17.985Z,"3km ESE of Loma Linda, CA",earthquake,0.11,0.19,0.123,265,reviewed,ci,ci
2020-11-16T08:45:10.280Z,35.034,-84.9171667,6.56,2.5,md,17,45,0.2652,0.15,se,se60315057,2020-11-18T00:35:28.666Z,"8 km SW of Wildwood Lake, Tennessee",earthquake,0.3,3.72,0.05,11,reviewed,se,se
2020-11-16T08:21:05.561Z,44.3287,-115.0088,10,2.5,ml,,60,0.124,0.72,us,us7000cfjx,2020-11-17T08:33:51.493Z,"13 km NNW of Stanley, Idaho",earthquake,1.3,2,0.057,40,reviewed,us,us
2020-11-16T07:51:06.034Z,-15.8905,-173.6473,110.34,4.6,mb,,124,4.598,0.39,us,us7000cfjw,2020-11-16T08:30:30.040Z,"17 km ENE of Hihifo, Tonga",earthquake,12.9,7.5,0.038,208,reviewed,us,us
2020-11-16T07:19:11.946Z,21.9599,121.4559,62.13,4.8,mb,,120,0.922,0.72,us,us7000cfjs,2020-11-16T07:38:29.040Z,"73 km E of Hengchun, Taiwan",earthquake,8,4.8,0.069,65,reviewed,us,us
2020-11-16T07:18:39.850Z,19.3566666666667,-155.108166666667,7.12,2.88,ml,35,175,,0.09,hv,hv72231287,2020-11-17T11:23:55.040Z,"12 km SSE of Fern Forest, Hawaii",earthquake,0.42,0.48,0.148644796709043,35,reviewed,hv,hv
2020-11-16T05:39:47.720Z,38.8375015,-122.8306656,1.98,2.57,md,26,77,0.003919,0.02,nc,nc73482766,2020-11-17T06:43:04.335Z,"9km NW of The Geysers, CA",earthquake,0.19,0.33,0.16,6,automatic,nc,nc
2020-11-16T05:34:45.285Z,-34.3339,-72.6262,10,4.5,mwr,,151,0.885,0.59,us,us7000cfj8,2020-11-16T13:03:20.040Z,"112 km N of Constitución, Chile",earthquake,4.3,1.9,,,reviewed,us,guc
2020-11-16T05:01:30.266Z,44.3434,-115.0213,16.77,2.6,ml,,62,0.895,0.51,us,us7000cfiz,2020-11-16T22:41:51.700Z,"15 km NNW of Stanley, Idaho",earthquake,2.3,10,0.059,38,reviewed,us,us
2020-11-16T04:43:08.432Z,38.1894,-117.7482,10.6,3.6,ml,37,58.02,0.038,0.149,nn,nn00784475,2020-11-18T04:48:47.690Z,"38 km SE of Mina, Nevada",earthquake,,0.6,0.36,18,reviewed,nn,nn
2020-11-16T03:53:20.240Z,44.3591,-115.0211,15.85,2.5,ml,,61,0.909,0.6,us,us7000cfif,2020-11-16T04:15:44.040Z,"17 km NNW of Stanley, Idaho",earthquake,2.1,10.3,0.062,34,reviewed,us,us
2020-11-16T03:24:40.511Z,66.3335,-157.4736,0,2.5,ml,,,,0.96,ak,ak020eqxfxni,2020-11-16T03:37:41.589Z,"63 km SSW of Shungnak, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-16T02:23:29.884Z,44.3239,-115.0032,10,2.6,ml,,61,0.118,0.69,us,us7000cfhx,2020-11-18T04:45:25.040Z,"12 km NNW of Stanley, Idaho",earthquake,1.7,1.9,0.056,42,reviewed,us,us
2020-11-16T01:21:42.040Z,19.3601666666667,-155.11,7.42,3.01,ml,29,173,,0.12,hv,hv72230907,2020-11-18T04:42:59.040Z,"11 km SSE of Fern Forest, Hawaii",earthquake,0.53,0.46,0.134859038667362,35,reviewed,hv,hv
2020-11-16T00:46:39.276Z,38.1669,-117.8617,4.4,3,ml,29,37.41,0.009,0.1176,nn,nn00784390,2020-11-16T01:38:04.147Z,"32 km SE of Mina, Nevada",earthquake,,0.6,0.3,13,reviewed,nn,nn
2020-11-16T00:28:04.247Z,-5.9008,130.8801,115,4.4,mb,,141,3.261,0.91,us,us7000cfh8,2020-11-16T00:50:30.040Z,"209 km W of Tual, Indonesia",earthquake,7.9,11.2,0.179,9,reviewed,us,us
2020-11-16T00:12:17.210Z,17.5566,-64.1376,34,3.57,md,9,348,1.8085,0.33,pr,pr2020321000,2020-11-16T01:26:54.501Z,"67 km ESE of Saint Croix, U.S. Virgin Islands",earthquake,8.6,23,0.12,4,reviewed,pr,pr
2020-11-15T23:50:54.865Z,44.3214,-115.0175,13.3,2.6,ml,,63,0.875,0.52,us,us7000cfx6,2020-11-17T00:49:34.901Z,"13 km NNW of Stanley, Idaho",earthquake,2.4,1.3,0.074,24,reviewed,us,us
2020-11-15T23:21:11.146Z,44.3445,-115.0218,10,2.6,ml,,62,0.896,1.45,us,us7000cfgj,2020-11-17T00:43:41.219Z,"15 km NNW of Stanley, Idaho",earthquake,1.3,2,0.081,20,reviewed,us,us
2020-11-15T23:19:03.503Z,-24.3285,-67.4556,198.96,4.8,mb,,71,1.522,0.68,us,us7000cfg3,2020-11-15T23:34:12.040Z,"116 km W of San Antonio de los Cobres, Argentina",earthquake,8.1,13,0.278,4,reviewed,us,us
2020-11-15T23:17:24.296Z,44.3169,-115.0524,10,3.6,ml,,64,0.884,1.27,us,us7000cfg1,2020-11-16T23:19:16.101Z,"14 km NW of Stanley, Idaho",earthquake,1.8,2,0.033,124,reviewed,us,us
2020-11-15T22:48:36.045Z,44.329,-115.0127,10,2.5,ml,,63,0.88,0.58,us,us7000cfxb,2020-11-17T01:49:55.939Z,"13 km NNW of Stanley, Idaho",earthquake,1.5,2,0.074,24,reviewed,us,us
2020-11-15T22:37:43.629Z,8.7489,126.2813,43,6,mww,,33,1.807,0.99,us,us7000cfes,2020-11-17T23:02:03.888Z,"6 km SSW of Marihatag, Philippines",earthquake,7.5,1.9,0.04,60,reviewed,us,us
2020-11-15T22:37:13.765Z,44.315,-115.0409,10,3.3,ml,,64,0.878,0.6,us,us7000cfem,2020-11-17T01:12:56.040Z,"13 km NW of Stanley, Idaho",earthquake,3.3,2,0.036,100,reviewed,us,us
2020-11-15T22:35:57.747Z,44.3256,-115.016,10,2.7,ml,,63,0.878,0.75,us,us7000cfx4,2020-11-17T01:10:11.560Z,"13 km NNW of Stanley, Idaho",earthquake,1.9,2,0.077,22,reviewed,us,us
2020-11-15T22:32:47.495Z,44.3533,-115.0639,10,2.7,ml,,62,0.919,0.83,us,us7000cfwj,2020-11-17T01:02:38.278Z,"18 km NNW of Stanley, Idaho",earthquake,4.2,2,0.052,48,reviewed,us,us
2020-11-15T22:22:44.691Z,44.3157,-115.041,10,3.5,ml,,64,0.878,0.44,us,us7000cfef,2020-11-17T01:38:33.517Z,"13 km NW of Stanley, Idaho",earthquake,2.5,2,0.033,122,reviewed,us,us
2020-11-15T21:54:51.432Z,-27.9897,-66.4851,149.19,4.2,mb,,101,2.616,0.79,us,us7000cfe5,2020-11-17T00:53:19.040Z,"48 km SSW of Andalgalá, Argentina",earthquake,11.2,14.2,0.237,5,reviewed,us,us
2020-11-15T21:36:42.164Z,44.3032,-115.0191,10,3.1,ml,,64,0.86,0.52,us,us7000cfe1,2020-11-17T00:39:48.040Z,"southern Idaho",earthquake,1.5,2,0.04,84,reviewed,us,us
2020-11-15T21:14:21.393Z,54.5496,-159.7617,35,4.3,mwr,,174,0.299,0.97,us,us7000cfdp,2020-11-16T05:16:55.993Z,"99 km SSE of Sand Point, Alaska",earthquake,5.2,2,0.049,40,reviewed,us,us
2020-11-15T21:07:20.690Z,44.3574,-115.0049,10,2.9,ml,,61,0.902,0.91,us,us7000cfdm,2020-11-16T23:49:19.740Z,"16 km NNW of Stanley, Idaho",earthquake,1.4,2,0.048,58,reviewed,us,us
2020-11-15T20:49:54.220Z,18.1605,-67.3958,10,3.31,md,15,225,0.239,0.29,pr,pr2020320002,2020-11-16T04:52:16.787Z,"23 km SW of Stella, Puerto Rico",earthquake,2.88,1.77,0.08,15,reviewed,pr,pr
2020-11-15T20:48:23.672Z,44.3337,-115.02,14.34,4.1,mwr,,63,0.886,0.47,us,us7000cfdd,2020-11-17T01:10:37.291Z,"14 km NNW of Stanley, Idaho",earthquake,2.3,10.1,0.037,70,reviewed,us,us
2020-11-15T20:12:29.678Z,44.3348,-115.0157,10,2.6,ml,,79,0.886,0.88,us,us7000cfd5,2020-11-17T00:31:23.520Z,"14 km NNW of Stanley, Idaho",earthquake,2.5,2,0.091,16,reviewed,us,us
2020-11-15T20:00:42.828Z,44.3438,-115.0114,10,2.6,ml,,102,0.892,1.04,us,us7000cfcx,2020-11-15T21:24:43.040Z,"15 km NNW of Stanley, Idaho",earthquake,2.4,2,0.091,16,reviewed,us,us
2020-11-15T17:51:04.707Z,54.2488,-159.6667,28.35,3.6,ml,,198,0.585,0.95,us,us7000cfch,2020-11-16T01:53:45.130Z,"132 km SSE of Sand Point, Alaska",earthquake,6.8,13.4,0.077,22,reviewed,us,us
2020-11-15T16:41:57.124Z,59.9464,-154.1375,195.5,2.5,ml,,,,1,ak,ak020ephr001,2020-11-15T16:55:45.783Z,"17 km N of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-15T15:50:21.811Z,42.3303,80.3994,10,4.1,mb,,57,1.202,0.72,us,us7000cfbi,2020-11-15T16:31:26.040Z,"123 km SE of Kegen, Kazakhstan",earthquake,4.4,1.8,0.165,13,reviewed,us,us
2020-11-15T15:44:54.008Z,31.7349,-104.0986,5,3.3,ml,,48,0.058,0.37,us,us7000cfb8,2020-11-16T17:17:30.040Z,"47 km W of Mentone, Texas",earthquake,0.8,1.1,0.039,88,reviewed,us,us
2020-11-15T15:20:58.880Z,37.534832,-118.8296661,9.24,2.79,ml,26,107,0.0551,0.04,nc,nc73482516,2020-11-16T08:33:13.452Z,"14km WSW of Toms Place, CA",earthquake,0.32,0.85,0.327,16,automatic,nc,nc
2020-11-15T15:06:20.480Z,18.0041,-67.0371,6,2.56,md,18,91,0.0354,0.13,pr,pr2020320001,2020-11-15T15:49:25.128Z,"3 km NNE of La Parguera, Puerto Rico",earthquake,0.32,0.22,0.15,14,reviewed,pr,pr
2020-11-15T12:33:15.710Z,-24.1365,-67.6093,145.87,5.3,mww,,31,1.289,1.24,us,us7000cfa7,2020-11-16T14:58:10.040Z,"131 km W of San Antonio de los Cobres, Argentina",earthquake,8.2,4.4,0.05,39,reviewed,us,us
2020-11-15T12:18:06.439Z,-23.3996,-66.78,214.12,4.5,mb,,99,1.362,0.75,us,us7000cfa4,2020-11-15T12:56:33.040Z,"102 km NNW of San Antonio de los Cobres, Argentina",earthquake,10.3,9.1,0.22,6,reviewed,us,us
2020-11-15T11:37:25.093Z,17.64,-46.4158,10,4.9,mb,,83,14.079,0.83,us,us7000cf9y,2020-11-15T11:58:59.040Z,"northern Mid-Atlantic Ridge",earthquake,8.6,1.9,0.082,47,reviewed,us,us
2020-11-15T11:31:31.490Z,17.5627,-46.3686,10,4.8,mb,,141,13.458,0.74,us,us7000cfa2,2020-11-15T12:21:44.040Z,"northern Mid-Atlantic Ridge",earthquake,12.3,1.9,0.097,33,reviewed,us,us
2020-11-15T11:15:04.724Z,17.9662,-46.7277,10,4.9,mb,,173,13.805,0.94,us,us7000cf9z,2020-11-15T12:10:31.040Z,"northern Mid-Atlantic Ridge",earthquake,15,2,0.082,46,reviewed,us,us
2020-11-15T11:06:57.205Z,60.0821,-153.213,124.6,2.7,ml,,,,0.67,ak,ak020epek8dd,2020-11-15T12:25:07.040Z,"59 km ENE of Pedro Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-15T10:05:09.418Z,-21.2493,-68.9609,124.68,4.3,mb,,56,0.604,0.35,us,us7000cf8p,2020-11-15T10:23:00.040Z,"Chile-Bolivia border region",earthquake,5.6,8.1,0.217,6,reviewed,us,us
2020-11-15T09:17:28.136Z,38.1649,-117.8508,6.3,2.9,ml,24,40.99,0.017,0.1115,nn,nn00784171,2020-11-16T02:28:17.551Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.37,10,reviewed,nn,nn
2020-11-15T08:38:28.786Z,24.3431,141.9677,71.17,4.9,mb,,65,2.748,1,us,us7000cf86,2020-11-15T08:59:53.040Z,"Volcano Islands, Japan region",earthquake,8.9,4.1,0.037,233,reviewed,us,us
2020-11-15T07:51:01.088Z,38.1938,-117.7347,9.6,2.5,ml,25,72.38,0.035,0.1134,nn,nn00784132,2020-11-16T02:28:08.524Z,"39 km SE of Mina, Nevada",earthquake,,0.7,0.25,10,reviewed,nn,nn
2020-11-15T07:30:32.280Z,38.1639,-117.8675,4.6,2.9,ml,26,37.33,0.004,0.1419,nn,nn00784125,2020-11-16T02:28:05.381Z,"32 km SE of Mina, Nevada",earthquake,,0.6,0.22,11,reviewed,nn,nn
2020-11-15T06:35:17.317Z,11.8158,124.3091,37.32,5.1,mww,,56,9.838,1.04,us,us7000cf7b,2020-11-16T14:29:22.360Z,"19 km SW of Santo Niño, Philippines",earthquake,9.4,4.6,0.075,17,reviewed,us,us
2020-11-15T05:34:06.092Z,52.623,171.6044,10,4.4,mb,,186,1.522,0.67,us,us7000cf6w,2020-11-15T06:30:48.040Z,"109 km WSW of Attu Station, Alaska",earthquake,11.2,2,0.055,94,reviewed,us,us
2020-11-15T04:27:02.292Z,32.9075,-100.8785,5,3.5,mb_lg,,36,0.183,0.94,us,us7000cf5p,2020-11-16T17:39:38.014Z,"21 km N of Snyder, Texas",earthquake,1.9,2,0.041,156,reviewed,us,us
2020-11-15T03:58:48.730Z,19.8293333333333,-155.538666666667,14.29,2.51,ml,47,222,,0.12,hv,hv72229462,2020-11-18T04:28:38.520Z,"25 km SSE of Waimea, Hawaii",earthquake,0.55,0.85,0.161683728641127,12,reviewed,hv,hv
2020-11-15T03:17:34.460Z,-20.2635,-70.9004,38.55,4.2,mb,,177,0.738,0.8,us,us7000cf59,2020-11-15T16:33:18.396Z,"78 km W of Iquique, Chile",earthquake,5.8,8.6,0.303,4,reviewed,us,us
2020-11-15T02:41:39.178Z,-5.3396,153.8973,70.61,4.7,mb,,123,2.07,0.54,us,us7000cf50,2020-11-15T02:59:32.040Z,"206 km WNW of Panguna, Papua New Guinea",earthquake,6.5,7.4,0.108,26,reviewed,us,us
2020-11-15T02:28:29.800Z,17.9498,-66.8353,7,2.84,md,19,197,0.0507,0.14,pr,pr2020320000,2020-11-15T04:00:47.741Z,"5 km SSW of Indios, Puerto Rico",earthquake,0.49,0.26,0.13,10,reviewed,pr,pr
2020-11-15T02:28:11.729Z,60.4198,-137.1431,10,3,ml,,59,0.446,0.9,us,us7000cf4u,2020-11-15T02:49:12.849Z,"Southern Yukon Territory, Canada",earthquake,1.6,2,0.047,60,reviewed,us,us
2020-11-15T02:12:29.468Z,-5.3268,141.5382,123.59,4.6,mb,,101,6.891,1.02,us,us7000cf4m,2020-11-15T02:31:57.040Z,"92 km NNE of Kiunga, Papua New Guinea",earthquake,12.1,7.1,0.107,26,reviewed,us,us
2020-11-15T01:56:13.832Z,11.1471,-86.5676,34.39,4.6,mb,,164,1.005,1.1,us,us7000cf4i,2020-11-15T02:12:29.040Z,"71 km S of Masachapa, Nicaragua",earthquake,6.5,6.5,0.044,156,reviewed,us,us
2020-11-15T00:06:02.138Z,38.1604,-117.8624,6.3,2.7,ml,29,55.81,0.007,0.1597,nn,nn00783990,2020-11-16T02:27:52.403Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.27,14,reviewed,nn,nn
2020-11-15T00:00:40.380Z,59.9741,-153.2895,124.6,2.5,ml,,,,0.64,ak,ak020ep7z50p,2020-11-15T00:15:50.040Z,"50 km ENE of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-14T23:15:09.111Z,21.5658,121.9275,10,4.4,mb,,116,1.472,0.94,us,us7000cf3r,2020-11-14T23:32:53.040Z,"123 km N of Basco, Philippines",earthquake,7.1,1.9,0.095,32,reviewed,us,us
2020-11-14T23:08:21.363Z,31.7131,-104.1148,1.11,2.8,ml,,48,0.232,0.7,us,us7000cf3p,2020-11-14T23:24:05.040Z,"48 km W of Mentone, Texas",earthquake,1.6,7.9,0.062,60,reviewed,us,us
2020-11-14T22:57:27.345Z,26.5151,126.7863,108.67,5,mb,,39,1.367,1.18,us,us7000cf3i,2020-11-15T02:14:14.413Z,"Ryukyu Islands, Japan",earthquake,5.4,6.2,0.045,153,reviewed,us,us
2020-11-14T22:22:53.290Z,49.8898333,-114.7623333,-2,2.58,ml,13,244,0.392,0.26,mb,mb80475864,2020-11-15T15:00:07.540Z,"19 km NNE of Sparwood, Canada",quarry blast,3.19,31.61,0.167,6,reviewed,mb,mb
2020-11-14T21:55:05.770Z,44.2778333,-115.1071667,6.31,2.5,ml,13,79,0.873,0.22,mb,mb80475859,2020-11-15T21:04:55.282Z,"15 km WNW of Stanley, Idaho",earthquake,0.46,1.1,0.134,12,reviewed,mb,mb
2020-11-14T21:05:56.090Z,17.9158,-66.9241,13,2.78,md,21,221,0.0744,0.18,pr,pr2020319011,2020-11-14T21:21:45.559Z,"6 km SSW of Guánica, Puerto Rico",earthquake,0.8,0.43,0.31,15,reviewed,pr,pr
2020-11-14T20:59:06.794Z,-19.5638,168.9132,36.09,4.8,mb,,108,2.079,0.86,us,us7000cf2g,2020-11-14T21:27:57.040Z,"38 km W of Isangel, Vanuatu",earthquake,7.8,5.1,0.09,43,reviewed,us,us
2020-11-14T20:33:04.250Z,44.3783333,-115.2045,16.68,3.22,ml,24,83,0.908,0.26,mb,mb80475844,2020-11-15T21:05:15.308Z,"27 km NW of Stanley, Idaho",earthquake,0.45,1.24,0.144,21,reviewed,mb,mb
2020-11-14T19:57:36.930Z,38.1661,-117.8485,8.1,2.9,ml,28,47.66,0.019,0.1399,nn,nn00783927,2020-11-15T02:27:22.531Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.21,14,reviewed,nn,nn
2020-11-14T19:41:50.930Z,18.961,-65.1986,29,3.48,md,15,322,1.0456,0.2,pr,pr2020319009,2020-11-14T22:22:02.040Z,"73 km N of Culebra, Puerto Rico",earthquake,1.51,14.52,0.09,8,reviewed,pr,pr
2020-11-14T15:32:32.748Z,-6.6222,105.168,72.17,4.7,mb,,142,2.601,1.02,us,us7000cezg,2020-11-14T16:01:09.040Z,"78 km WSW of Labuan, Indonesia",earthquake,8.2,6.7,0.108,28,reviewed,us,us
2020-11-14T15:07:33.127Z,38.1849,-117.7505,10.7,3,ml,26,70.39,0.043,0.1489,nn,nn00783856,2020-11-15T02:27:15.746Z,"38 km SE of Mina, Nevada",earthquake,,0.7,0.4,12,reviewed,nn,nn
2020-11-14T14:31:05.607Z,55.4235,-158.5069,37.94,3.4,ml,,152,0.859,0.65,us,us7000ceys,2020-11-14T14:53:59.040Z,"67 km SE of Perryville, Alaska",earthquake,6.8,50.5,0.069,28,reviewed,us,us
2020-11-14T14:29:19.724Z,-20.4175,-69.1073,93.02,5.1,mb,,66,0.278,0.93,us,us7000ceym,2020-11-15T01:17:07.040Z,"111 km ESE of Iquique, Chile",earthquake,6.6,6.2,0.087,43,reviewed,us,us
2020-11-14T14:19:13.280Z,17.947,-66.9776,9,2.83,md,21,207,0.0703,0.09,pr,pr2020319007,2020-11-14T14:44:30.617Z,"7 km WSW of Guánica, Puerto Rico",earthquake,0.37,0.54,0.24,17,reviewed,pr,pr
2020-11-14T13:46:12.727Z,-31.3678,-67.6444,124.95,4.3,mb,,100,0.906,1.13,us,us7000cey1,2020-11-14T16:21:04.995Z,"68 km ENE of Caucete, Argentina",earthquake,9.7,10.6,0.217,6,reviewed,us,us
2020-11-14T13:01:44.212Z,-55.108,158.5736,10,4.4,mb,,139,0.649,1.24,us,us7000ceyl,2020-11-14T15:26:50.040Z,"Macquarie Island region",earthquake,5.3,1.9,0.131,17,reviewed,us,us
